Question,Answer,Category
د . اعاني من آلام شديد +ة ف+ ال+ حوض و+ أسفل ال+ ظهر أثناء ممارس +ه ال+ انشطه اليوم +ي +ه و+ يصاحب +ها الم ف+ ال+ اوراك و+ يزداد ال+ ألم اذ +ا جلس +ت ، و+ أثناء ال+ استلقاء ع ظهري أشعر ب+ حرك +ه غظروف أو عظام داخل ال+ حوض,ينصح عمل أشع +ة ديناميكي +ة ل+ ال+ ظهر و+ مراجع +ة مركز علاج طبيعي,أمراض العضلات والعظام و المفاصل
لدى تكيس مبايض و+ ضعف تبويض تناول +ت هذا ال+ شهر حبوب تنشط فيمارا و+ ابر +ت +ين تفجيري +ت +ين 5000 ف ال+ يوم 13 و 12 و+ لدى الم أسفل ال+ ظهر شديد متى تاتى ال+ دور +ة بعد ال+ إبر,بعد أسبوع +ين,أمراض نسائية
ال+ يوم 14 من ال+ دور +ة ينزل من +ي بعض ال+ دم و+ خاص +ة بعد ال+ جماع و+ عند +ي غثيان و+ أحيان +ا قيئ و+ اضطراب في حاس +ة ال+ تذوق . حصل جماع يوم 7 من ال+ دور +ة و يوم 13 فقط . عند +ي تأخر حمل و+ تكيس مبايض بسيط . ما ال+ تشخيص,اعمل +ي كشف طبي ل+ عنق ال+ رحم ل+ ال+ تأكد من سلامت +ة احتمال وجود قرح +ه رحمي +ه و+ بعد +ها تابعي أسباب تأخر ال+ حمل مع طبيب +ك,أمراض نسائية
أنا مريض مرض نفس +ي اخد دواء s citap 5 mg حب +ة صباح +ا و lysanxia 10 mg نصف حب +ة صباح +ا و+ في ال+ غذاء و حب +ة في ال+ ليل و sulpidal 50 mg حب +ة . .,لا تقلل ال+ جرع +ة من تلقاء نفس +ك ارجع الى ال+ طبيب مع +ان +ي أرى تلات +ة أدوي +ة و ال+ جرع +ات شيء كتير من ال+ أرجح تخفيض عدد ال+ أدوي +ة و+ رعا +ت +ها حسب وصف ال+ طبيب ل+ ال+ علم فقط مع مرور ال+ وقت و ال+ علاج قد يضطر ال+ طبيب الى تخفيض أو رفع ال+ جرع +ة أو تغير ال+ أدوي +ة حسب ال+ نتاءج و ال+ إعراض ال+ مصاحب +ة ل+ ال+ علاج,أمراض نفسية
هل طلاء ال+ أظافر و+ مزيل ال+ طلاء مضر ل+ ال+ حامل خلال ال+ شهور ال+ أولى ؟,في ال+ غالب لا يوجد اي ضرر طالما ان ال+ طلاء و+ ال+ مزيل يقتصر على ال+ أظافر فقط و+ يجب تجنب وصول +ه الى مناطق ال+ جلد ال+ محيط +ة ب+ ال+ أظافر,الحمل والولادة
أشعر ك+ إنما و+ خز إبر +ة في منطق +ة ال+ بظر هل هذا طبيعي ام توجد مشكل +ة,قد يكون ب+ سبب التهاب +ات مهبلي +ة لو مصاحب افراز +ات أو حك +ة و+ ال+ فحص أفضل,أمراض نسائية
أنا امرأ +ة عمري 49 سن +ة اعاني عند ال+ قيام ب+ مجهود قليل أو حتى ال+ قيام ب+ أعمال ال+ منزل ب+ ال+ شعور ب+ ال+ تعب سريع +ا و+ رجف +ة في ال+ يد +ين و+ لا أستطيع إكمال ال+ عمل ( مع ال+ علم +ان +ه لدي وزن زائد ) . .,عمل فحص وظائف ال+ كلى و+ ال+ غد +ة ال+ درقي +ة و+ ال+ سكر ال+ تراكمي و+ فيتامين ب 12 و+ قو +ة ال+ دم و+ ال+ حديد قد تحتاج +ين تخطيط أعصاب ال+ أطراف ال+ علوي +ة,أمراض العضلات والعظام و المفاصل
أنا ولد +ت من أسبوع و+ عند إزال +ة ال+ بلستر فوجئ +ت ب+ جرح ال+ قيصيري من منتصف منطق +ة ال+ عان +ة ب+ ال+ ظبط ف+ ما سبب هذا ال+ مكان ل+ ال+ ولاد +ة علم +ا ب+ أن ال+ مشيم +ة كان +ت منفصل +ة جزئي +ا,راجع +ي طبيب +ك,أمراض نسائية
أنا عمري 24 سن +ة متزوج +ة آخر دور +ة نزل +ت علي 21 - 5 - 2016 و في 18 - 6 - 2016 يعني قبل موعد ال+ دور +ة ب+ يوم +ين نزل من +ي نقط +ة دم بني +ة مائل +ة إلى ال+ لون ال+ زهري و اختف +ت في . .,جاوب +ت علي +ها,أمراض نسائية
ال+ سلام علي +كم ، منذمدة ظهر +ت لدي بقع صغير +ة في ال+ وجه بيضاء ال+ لون بدأ +ت في ال+ توسع قليل +ا لكن +ها سرعان ماتختفي مدةمن ال+ زمن ثم تعاود ال+ ظهور ، عندما سأل +ت ال+ صيدلي قال +ان +ها ليس +ت ال+ بهاق,هل علي +ها قشور بيضاء ناعم +ة و+ خفيف +ة ام لا حتى نقترب من ال+ تشخيص,الأمراض الجلدية
ال+ سلام علي +كم و رحم +ة الله و بركات +ه . هل من جديد فيما يتعلق ب+ ال+ شيب ب+ ال+ نسب +ة ل+ من تجاوز سن +ه 50 عام +ا ؟ ما هو ال+ عدد ال+ أقصى من ال+ ساع +ات في ال+ أسبوع ل+ ممارس +ة . .,هذا شيب طبيعي في هذا ال+ عمر ، و+ ما في شئ ب+ ستحي من أوان +ه ( يخجل أو يحشم من وقت +ه ) ، و+ ليس ل+ +ه إلا ال+ صبغ +ات ، و+ لكن هناك صبغ +ة يقال أن +ها تعالج ال+ شيب ل+ أن +ها تعمل على صبغ بصيل +ات ال+ شعر و+ تعيد تنشيط خلايا ال+ ميلانوسيت ل+ تفرز ال+ صبغ +ة ال+ سوداء فيصطبغ ال+ شعر ب+ ال+ أسود و+ اسم +ها بلاك سيرومBlack Serum موجود +ة في مصر . يكفي ال+ إنسان ال+ عادي ل+ ال+ محافظ +ة على لياق +ت +ه و+ عمل ال+ ريجيم و+ خفض ال+ سكري عند مرضى ال+ سكري أن يمارس ال+ رياض +ة ال+ معتدل +ة و+ ليس +ت ال+ شاق +ة مد +ة نصف ساع +ة يومي +ا مثل مشي ال+ هرول +ة .,صحة عامة
هل ال+ مرأ +ة التي تمارس ال+ جنس مع شخص واحد تكون حامل ال+ مرض ال+ أيدز ؟ ام يجب ان تكون قد مارس +ت مع عد +ة أشخاص حامل +ين ال+ مرض و ال+ جنسي +ات ؟,وارد ال+ اصابه اذ +ا كان ال+ شخص ال+ آخر مصاب ب+ ال+ مرض,الصحة الجنسية
شهي +ه ال+ أكل مفتوح +ه على طول ايش ال+ حل,تنظيم نوعي +ة ال+ أكل و+ ال+ كمي +ات ال+ مناسب +ة من جميع ال+ عناصر ال+ غذائي +ة هي ال+ اساس في تنظيم ال+ شهي +ة ال+ مفتوح +ة على ال+ أكل .,تغذية
أنا اعاني من تضخم ال+ مبيض +ين و و+ وصف +ت لي ال+ دكتور +ة دوفستون . ف+ هل هذا يمنع ال+ حمل في هذه ال+ فتر +ة . و شكر +ا ل+ ال+ مساعد +ة,لا يمنع ال+ حمل,أمراض المسالك البولية والتناسلية
قم +ت بزيادرة طبيب مسالك بولي +ة ب+ سبب مشكل +ة انحناء ال+ قضيب ل+ ال+ أسفل و+ قام باعطائي دواء Decotr 0 . 5 و+ فيتامين E على ثلاث شهور هل هذا ال+ علاج فعال ان كان صحيح أصل +ا و+ ما هي . .,انحناء ال+ قضيب قد يكون ب+ سبب تلييف ال+ طبق +ة ال+ محيط +ة ب+ ال+ اجسام ال+ كهفي +ة في ال+ قضيب أو تلييف جلدي . . تقييم ال+ حال +ة حسب مقدار ال+ تقوس فقد يكون ال+ أمر بسيط +ا لايعيق ال+ ايلاج فنكتفي ب+ ال+ متابع +ة أو قد يتطلب ال+ أمر ال+ تحول ال ال+ جراح +ة ل+ تعديل ال+ تقوس 7 ذا . . ب+ ال+ نسب +ة ل+ ال+ علاج +ات هنالك أدوي +ة مختلف +ة ممكن استخدام +ه ك+ مضاد +ات ال+ اكسد +ة ك+ ثل فيتامين E . أو دواء ال+ كولجسين أو زرق موضعي ل+ عقار xiaflex . . و+ ال+ نتايج تختلف تبع +ا ل+ ال+ حال +ة . . اما ب+ ال+ نسب +ة ل+ ال+ ديكورت و+ هو كريم ال+ كورتيزون ف+ لا اعتقد +ان +ه ينفع,أمراض المسالك البولية والتناسلية
ما سبب تكسر ال+ دم عند ال+ أطفال ال+ رضع تقريب +ا تحت ال+ عشر +ين يوم ؟ ؟,تكسر ال+ دك أسباب عديد +ه و+ أمراض قد تكون وراثي +ه لذا يرجى عمل ال+ فحوص +ات و+ كتاب +ت +ها حتى نستطيع ال+ مساعده,أمراض الأطفال
حب +ة في ال+ وجه تحول +ت الى جلد بعد تقشير +ها و+ بعد تقشير ال+ جلد تعود ل+ تظهر ال+ حل و+ ال+ سبب ؟,انصحك ب+ مراجع +ة ال+ طبيب ل+ ال+ فحص,الأمراض الجلدية
بنت +ي عمر +ها سن +ه و+ شهر +ين تخاف من ال+ استحمام,ربما كان +ت تجرب +ة ال+ استجمام ال+ اولى غير ار +ه ل+ +ها - متل إجبار +ها على ذلك - ال+ ماء شديد ال+ بروده أو ال+ سخونه - ترك +ت لعب +ت +ها ال+ مفضله ل+ تؤخذ الى ال+ حمام - هناك نوع يسمى ال+ حوف من ال+ ماء - ال+ حاله ال+ تحسن ب+ إزال +ة ال+ عوامل ال+ مسببه,صحة الطفل
عند +ي التهاب +ات نسائي +ه شنو ال+ حل,ال+ أفضل عمل ميح +ه طبي +ه بعد +ها يتقرر ال+ علاج ممكن ان تصعي الان تحميل +ة فاتجيل مهبلي +ه مع ديفلوكان حب +ه في ال+ أسبوع,أمراض نسائية
ابحث عن دراس +ات سابق +ه عن تأثير مرض diabetes على electrolyte,ابحث على موقع [رابط],مرض السكري
طفل +ت +ي أربع شهور تعاني من التهاب ال+ اذن أول طبيب و+ صفل +ها قطر +ة اذن و+ لم تتحسن و+ تان +ي طبيب وصف مضادحيوي و+ لم تتحسن و+ ثالث طبيب نظف اذن +ها من ال+ صديد واعطاهاقطرةمعقمة و+ افرز +ت صديد مر +ة . .,في ال+ عاده اذ +ا تكرر نزول ال+ صديد أكثر من مر +ه نعتبر +ه التهاب مزمن . ينصح ب+ تجنب دخول ال+ ماء و+ ال+ صابون الى ال+ اذن و+ ذال +ك ب+ وضع قطن +ه علي +ها زيت زيتون داخل ال+ اذن عند ال+ حمام و+ بعد +ها يعطى بعض ال+ مضاد +ات ال+ حيويه ال+ مناسبه عن طريق عمل زراع +ه ل+ ال+ صديد و+ يعطى كذالك قطر +ه .,أنف، أذن وحنجرة
هل من ال+ ممكن حدوث ال+ حمل قبل ل+ دور +ه ب+ يوم ب+ رغم عمل +ت تحليل ال+ دم قبل عشر +ة أيام و+ كان سلبي . و+ الآن تأخر +ه ادور +ه خمس أيام,ب+ نسب +ة ضئيل +ة جد +ا,أمراض نسائية
هل nevia men مضاد ال+ تعرق ل+ ال+ رجال يسبب سرطان ؟ و+ هل هناك أبحاث تؤكد ذلك ؟,لا يسبب اي نوع من +ها ال+ سرطان و+ اثبت ذلك ب+ ال+ ابحاث,الأمراض الجلدية
ال+ سلام علي +كم أخت +ي تعاني من ال+ أعراض ال+ تالي +ة تجشؤ كثير نغز في ال+ معد +ة دوخ +ة كسل شديد تعرض +ت ل+ ال+ إغماء مر +ت +ين و+ ألم تحث ال+ رقب +ة فشل في ال+ ركب لا تستطيع ال+ مشي كثير تتعب ب+ سرع +ة . .,ال+ إعراض متباين +ة و كثير +ة . . يلزم حتم +ا ال+ فحص عند ال+ طبيب ل+ كشف ال+ سبب خصوص +ا ب+ سبب حدوث ال+ إغماء,أمراض الجهاز الهضمي
أنا اعاني من +ان +ي أرى ال+ أشياء متكرر +ة ك+ أني رأي +ت هذا ال+ شيء من ال+ ماضي و+ حدث . مر +ة أخرى لكن تحدث لي هذه ال+ حآل +ة ليس ب+ شكل متكرر إنما بعد كل فتر +ة,هناك ظاهر +ه طبيعي +ه يحدث في +ها ان يخيل إلي +ك ان هذه ال+ أحداث قد حدث +ت ا . هذا ال+ حوار قد سمع +ت +ه . . أما إذا +كن +ت ترى أشياء لا يرا +ها غير +ك ف+ هذا يحتاج إلى كشف نفس +ي,أمراض نفسية
كيغ شؤوط ال+ تحليل هذ fsh,ال+ سؤال غير واضح,أمراض الغدد الصماء
اعاني من حرقان في ال+ عيني بعد تعرض +ي ل+ ال+ تكيف أو ال+ جو ال+ خارجي أو ال+ شمس ذهب ل+ ال+ طبيب من سبع أشهر أعطاني قطر +ة و+ علي +ي شرب ال+ ماء ب+ كثر +ة و+ لايوجد شفاء,ممكن ان تلبس نظار +ات شمسي +ة مع وضع قطر +ات مرطب +ة ل+ ال+ عين,امراض العيون
ال+ سلام علي +كم أنا عند +ي كسر عضم +ه صغير +ه في طرف اصبع رجل +ي ال+ كبير و+ جبس +ت +ه ل+ مد +ه أسبوع +ين و+ ب+ افي لي أسبوع سوالي هل اذ +ا لم يلتئم يعمل لي مشاكل لان ال+ دكتور قال احتمال . .,و علي +كم ال+ سلام ال+ مد +ة ال+ متوقع +ة ل+ ال+ التئام 45 يوم,أمراض العضلات والعظام و المفاصل
أشعر ب+ ضيق في ال+ تنفس أو +ان +ه ال+ هواء غير كافي و+ من ثم الم في صدري و+ هو مستمر من اكم يوم اي ب+ شكل دائم و+ عندما أضع يد +ي على موضع ال+ ألم و+ هو في . .,يجب فحص ال+ صدر ب+ واسط +ة ال+ سماع +ة ل+ معرف +ة تفاصيل عملي +ة ال+ تنفس و+ هل هناك تضييق في ال+ شعب ال+ هوائي +ة ام لا ام هل هناك التهاب ما ام لا ؟ . و+ يجب فحص ال+ صدر ب+ ال+ لمس ل+ معرف +ة ما اذ +ا كان ال+ ألم الذي تذكر +ه هو عضلي أو مفصل +ي و+ هل هو عند ال+ حرك +ة او +ة ال+ ضغط علي +ه و+ يجب فحص منطق +ة ال+ بلعوم . اي ان ما تعاني +ه يجب معرف +ة مصدر +ه و+ سبب +ه و+ ل+ هذا يجب ال+ فحص ال+ مباشر من قبل طبيب,أمراض الجهاز التنفسي
نعاني من ضعف ال+ انتصاب و+ عند ال+ جماع لايحدت انتصاب و+ لو حد +ت تواني و+ يختفي و+ عند +ي مشكل +ه ال+ دوالي في الخصي +ه مسبب +ه لي تشوه +ات و+ ضعف و+ قل +ت ال+ حيوان +ات ال+ منويه و+ عدم ال+ إنجاب ماعلاج ل+ حالتي و+ شكر +ا,لم تذكر عمر +ك ! ! علي +ك أول +ا حل مشكل +ة ال+ دوالي ، ب+ مراجع +ة اختصاصي مسالك بولي +ة ل+ ال+ فحص ال+ طبي و+ تقييم ال+ حال +ة و+ ال+ حاج +ة إلى جراح +ة من عدم +ها ! ! و+ ل+ تحسين ال+ انتصاب مارس ال+ رياض +ة و+ ال+ مشي و+ ال+ تغذي +ة ال+ متوازن +ة ، و+ يمكن عمل فحص ل+ ال+ مشوي +ات ال+ هرمون +ات ال+ جنسي +ة ل+ تقييم ال+ صح +ة انجابي +ة و+ ال+ جنسي +ة ! !,الصحة الجنسية
مرحب +ا ! اعاني من ال+ أم في ركب +ت +ي بدأ +ت منذ سن +ت +ين ! قبل 6 شهور بدأ +ت أسمع أصوات طقطق +ة عند صعود ال+ سلم  ال+ رجل ب+ تعلق لم أمشي فبنفضها عشان امش ،  ب+ شيل . .,هذه ال+ إعراض شائع +ة في مرحل +ة ال+ شباب و+ ال+ سبب هو اضطراب في وظيف +ة ال+ عضل +ات حول صابونة ال+ ركب +ة و+ ينصح مراجع +ة مركز متخصص ب+ ال+ علاج ال+ طبيعي ل+ إعاد +ة تأهيل ال+ عضل +ات حول ال+ ركب +ة,أمراض العضلات والعظام و المفاصل
+ان +ي أخذ +ت حبوب منع حمل سونيا ب+ ال+ حباي +ة ال+ خامس +ة تاخر +ت عن موعد اخذهة خمس ساع +ات و+ ال+ حباي +ة ثامن +ة تاخر +ت عن موعد ساع +ة و+ نص يعني احتمال يصير حمل ؟,عاد +ة لا يحصل . .,أمراض نسائية
